by_product,date,province,price
1,19/07/2013,Balochistan,6541
1,20/07/2013,Balochistan,6541
1,21/07/2013,Balochistan,6541
1,22/07/2013,Balochistan,6541
1,23/07/2013,Balochistan,6541
1,24/07/2013,Balochistan,6541
1,25/07/2013,Balochistan,6541
1,26/07/2013,Balochistan,6541
1,27/07/2013,Balochistan,6541
1,28/07/2013,Balochistan,6541
1,29/07/2013,Balochistan,6541
1,30/07/2013,Balochistan,6448
1,31/07/2013,Balochistan,6448
1,01/08/2013,Balochistan,6448
1,02/08/2013,Balochistan,6448
1,03/08/2013,Balochistan,6448
1,04/08/2013,Balochistan,6448
1,05/08/2013,Balochistan,6448
1,06/08/2013,Balochistan,6415.5
1,07/08/2013,Balochistan,6415.5
1,08/08/2013,Balochistan,6415.5
1,09/08/2013,Balochistan,6415.5
1,10/08/2013,Balochistan,6415.5
1,11/08/2013,Balochistan,6385.5
1,12/08/2013,Balochistan,6385.5
1,13/08/2013,Balochistan,6385.5
1,14/08/2013,Balochistan,6385.5
1,15/08/2013,Balochistan,6385.5
1,16/08/2013,Balochistan,6385.5
1,17/08/2013,Balochistan,6385.5
1,18/08/2013,Balochistan,6385.5
1,19/08/2013,Balochistan,6385.5
1,20/08/2013,Balochistan,6385.5
1,21/08/2013,Balochistan,6385.5
1,22/08/2013,Balochistan,6385.5
1,23/08/2013,Balochistan,6385.5
1,24/08/2013,Balochistan,6385.5
1,25/08/2013,Balochistan,6385.5
1,26/08/2013,Balochistan,6334.5
1,27/08/2013,Balochistan,6334.5
1,28/08/2013,Balochistan,6334.5
1,29/08/2013,Balochistan,6334.5
1,30/08/2013,Balochistan,6334.5
1,31/08/2013,Balochistan,6282.1
1,01/09/2013,Balochistan,6282.1
1,02/09/2013,Balochistan,6282.1
1,03/09/2013,Balochistan,6282.1
1,04/09/2013,Balochistan,6282.1
1,05/09/2013,Balochistan,6282.1
1,06/09/2013,Balochistan,6282.1
1,07/09/2013,Balochistan,6288.4
1,08/09/2013,Balochistan,6288.4
1,09/09/2013,Balochistan,6288.4
1,10/09/2013,Balochistan,6285.4
1,11/09/2013,Balochistan,6285.4
1,12/09/2013,Balochistan,6285.4
1,13/09/2013,Balochistan,6285.4
1,14/09/2013,Balochistan,6266.65
1,15/09/2013,Balochistan,6266.65
1,16/09/2013,Balochistan,6266.65
1,17/09/2013,Balochistan,6266.65
1,18/09/2013,Balochistan,6266.65
1,19/09/2013,Balochistan,6270.6
1,20/09/2013,Balochistan,6270.6
1,21/09/2013,Balochistan,6315.25
1,22/09/2013,Balochistan,6332.25
1,23/09/2013,Balochistan,6332.25
1,24/09/2013,Balochistan,6375.75
1,25/09/2013,Balochistan,6375.75
1,26/09/2013,Balochistan,6375.75
1,27/09/2013,Balochistan,6375.75
1,28/09/2013,Balochistan,6375.75
1,29/09/2013,Balochistan,6360.9
1,30/09/2013,Balochistan,6360.9
1,01/10/2013,Balochistan,6360.9
1,02/10/2013,Balochistan,6356.4
1,03/10/2013,Balochistan,6356.4
1,04/10/2013,Balochistan,6356.4
1,05/10/2013,Balochistan,6356.2
1,06/10/2013,Balochistan,6356.2
1,07/10/2013,Balochistan,6356.2
1,08/10/2013,Balochistan,6380.45
1,09/10/2013,Balochistan,6380.475
1,10/10/2013,Balochistan,6386
1,11/10/2013,Balochistan,6386
1,12/10/2013,Balochistan,6385.25
1,13/10/2013,Balochistan,6385.25
1,14/10/2013,Balochistan,6385.25
1,15/10/2013,Balochistan,6381.75
1,16/10/2013,Balochistan,6369.5
1,17/10/2013,Balochistan,6369.5
1,18/10/2013,Balochistan,6365
1,19/10/2013,Balochistan,6349.125
1,20/10/2013,Balochistan,6345.75
1,21/10/2013,Balochistan,6344.25
1,22/10/2013,Balochistan,6338.25
1,23/10/2013,Balochistan,6337.625
1,24/10/2013,Balochistan,6337.625
1,25/10/2013,Balochistan,6875
1,26/10/2013,Balochistan,6343.875
1,27/10/2013,Balochistan,6342.25
1,28/10/2013,Balochistan,6342.25
1,29/10/2013,Balochistan,6342.25
1,30/10/2013,Balochistan,6342.25
1,31/10/2013,Balochistan,6341.25
1,01/11/2013,Balochistan,6342.5
1,02/11/2013,Balochistan,6340
1,03/11/2013,Balochistan,6332
1,04/11/2013,Balochistan,6331
1,05/11/2013,Balochistan,6326.25
1,06/11/2013,Balochistan,6315
1,07/11/2013,Balochistan,6309.5
1,08/11/2013,Balochistan,6306.75
1,09/11/2013,Balochistan,6303.25
1,10/11/2013,Balochistan,6297.25
1,11/11/2013,Balochistan,6278
1,12/11/2013,Balochistan,6278
1,13/11/2013,Balochistan,6278
1,14/11/2013,Balochistan,6268
1,15/11/2013,Balochistan,6268
1,16/11/2013,Balochistan,6232.5
1,17/11/2013,Balochistan,6213
1,18/11/2013,Balochistan,6213
1,19/11/2013,Balochistan,6198
1,20/11/2013,Balochistan,6198
1,21/11/2013,Balochistan,6177.5
1,22/11/2013,Balochistan,6175.25
1,23/11/2013,Balochistan,6182.75
1,24/11/2013,Balochistan,6177.75
1,25/11/2013,Balochistan,6164.25
1,26/11/2013,Balochistan,6164.25
1,27/11/2013,Balochistan,6169.25
1,28/11/2013,Balochistan,6167
1,29/11/2013,Balochistan,6179
1,30/11/2013,Balochistan,6179
1,01/12/2013,Balochistan,6179
1,02/12/2013,Balochistan,6179
1,03/12/2013,Balochistan,6179
1,04/12/2013,Balochistan,6179
1,05/12/2013,Balochistan,6179
1,06/12/2013,Balochistan,6175.5
1,07/12/2013,Balochistan,6175.5
1,08/12/2013,Balochistan,6175.5
1,09/12/2013,Balochistan,6153
1,10/12/2013,Balochistan,6153
1,11/12/2013,Balochistan,6157
1,12/12/2013,Balochistan,6157
1,13/12/2013,Balochistan,6145
1,14/12/2013,Balochistan,6147.5
1,15/12/2013,Balochistan,6149
1,16/12/2013,Balochistan,6149
1,17/12/2013,Balochistan,6149
1,18/12/2013,Balochistan,6149
1,19/12/2013,Balochistan,6149
1,20/12/2013,Balochistan,6149
1,21/12/2013,Balochistan,6149
1,22/12/2013,Balochistan,6191
1,23/12/2013,Balochistan,6191
1,24/12/2013,Balochistan,6191
1,25/12/2013,Balochistan,6191
1,26/12/2013,Balochistan,6191
1,27/12/2013,Balochistan,6191
1,28/12/2013,Balochistan,6191
1,29/12/2013,Balochistan,6191
1,30/12/2013,Balochistan,6191
1,31/12/2013,Balochistan,6191
1,01/01/2014,Balochistan,5130
1,02/01/2014,Balochistan,5130
1,03/01/2014,Balochistan,5130
1,04/01/2014,Balochistan,5130
1,05/01/2014,Balochistan,5130
1,06/01/2014,Balochistan,5130
